nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;sizePron;hwd;pronSampa;ipa
1;ſprawl;;;;v.;43.0;201;sprawl;6;sprawl;s p r\ O: l;spɹOːl
1;ſpray;;;;n.;44.0;201;spray;5;spray;s p r\ eI;spɹ?
1;ſpread;;;;v.;45.0;201;spread;6;spread;s p r\ E d;spɹɛd
2;ſprīʹ_gh_tly;;;;a.;48.0;201;sprightly;12;sprightly;s p r\ aI t l i:;spɹ?tliː
1;ſpring;;;;n.;49.0;201;spring;6;spring;s p r\ I N;spɹɪŋ
2;ſprĭʹngy;;;;a.;51.0;201;springy;8;springy;s p r\ I N i:;spɹɪŋiː
2;ſprĭʹnkle;;;;v.;52.0;201;sprinkle;9;sprinkle;s p r\ I N k @ l;spɹɪŋkəl
1;ſpŭr;;;;n.;59.0;201;spur;4;spur;s p 3:r;spɜ:r
1;ſpŭrge;;;;n.;60.0;201;spurge;6;spurge;s p 3:r dZ;spɜ:r?
2;ſpūʹrĭ_o_us;;;;a.;61.0;201;spurious;11;spurious;s p j U r\ i: @ s;spjʊɹiːəs
1;ſpŭrn;;;;v.;62.0;201;spurn;5;spurn;s p 3:r n;spɜ:rn
1;ſpŭrt;;;;n.;63.0;201;spurt;5;spurt;s p 3:r t;spɜ:rt
1;ſpy;;;;n.;64.0;201;spy;3;spy;s p aI;sp?
1;ſquăb;;;;n.;65.0;201;squab;5;squab;s k w A b;skwɑb
2;ſquăʹbble;;;;n.;66.0;201;squabble;9;squabble;s k w A b @ l;skwɑbəl
2;ſquaʹdron;;;;n.;67.0;201;squadron;9;squadron;s k w A d r\ @ n;skwɑdɹən
2;ſquaʹlid;;;;a.;68.0;201;squalid;8;squalid;s k w A l @ d;skwɑləd
1;ſquall;;;;n.;69.0;201;squall;6;squall;s k w O: l;skwOːl
2;ſquăʹnd_e_r;;;;v.;70.0;201;squander;11;squander;s k w A n d 3:r;skwɑndɜ:r
1;ſquāre;;;;n.;71.0;201;square;6;square;s k w E r\;skwɛɹ
1;ſquăſh;;;;v.;72.0;201;squash;6;squash;s k w A S;skwɑʃ
1;ſquăt;;;;v.;73.0;201;squat;5;squat;s k w A t;skwɑt
1;ſqueak;;;;v.;2.0;202;squeak;6;squeak;s k w i: k;skwiːk
1;ſqueal;;;;v.;3.0;202;squeal;6;squeal;s k w i: l;skwiːl
2;ſqueaʹmiſh;;;;a.;4.0;202;squeamish;10;squeamish;s k w i: m i S;skwiːmiʃ
1;ſqueeze;;;;v.;5.0;202;squeeze;7;squeeze;s k w i: z;skwiːz
1;ſquĭnt;;;;v.;7.0;202;squint;6;squint;s k w I n t;skwɪnt
2;ſquĭʹrrel;;;;n.;8.0;202;squirrel;9;squirrel;s k w 3:r @ l;skwɜ:rəl
1;ſquĭrt;;;;v.;9.0;202;squirt;6;squirt;s k w 3:r t;skwɜ:rt
1;ſtăb;;;;v.;10.0;202;stab;4;stab;s t { b;stæb
4;ſtăbĭʹlĭty;L.;;;n.;11.0;202;stability;10;stability;s t @ b I l i 4 i:;stəbɪliɾiː
2;ſtāʹble;L.;;;a.;12.0;202;stable;7;stable;s t eI b @ l;st?bəl
1;ſtăck;;;;n.;13.0;202;stack;5;stack;s t { k;stæk
1;ſtăg;;;;n.;15.0;202;stag;4;stag;s t { g;stæg
1;ſtāge;;;;n.;16.0;202;stage;5;stage;s t eI dZ;st??
2;ſtăʹgg_e_r;;;;v.;17.0;202;stagger;10;stagger;s t { g 3:r;stægɜ:r
2;ſtăʹgnănt;F.;;;a.;20.0;202;stagnant;9;stagnant;s t { g n @ n t;stægnənt
2;ſtăʹgnāte;L.;;;v.;21.0;202;stagnate;9;stagnate;s t { g n eI t;stægn?t
1;ſtaid;;;;a.;22.0;202;staid;5;staid;s t eI d;st?d
1;ſtain;;;;v.;23.0;202;stain;5;stain;s t eI n;st?n
1;ſtairs;;;;n.;24.0;202;stairs;6;stairs;s t E r\ z;stɛɹz
1;ſtāke;;;;n.;25.0;202;stake;5;stake;s t eI k;st?k
1;ſtāle;;;;n.;26.0;202;stale;5;stale;s t eI l;st?l
1;ſtalk;;;;n.;27.0;202;stalk;5;stalk;s t O: k;stOːk
1;ſtall;;;;n.;28.0;202;stall;5;stall;s t O: l;stOːl
3;ſtaʹllĭon;;;;n.;30.0;202;stallion;9;stallion;s t { l j @ n;stæljən
3;ſtăʹmĭnā;L.;;;n.;31.0;202;stamina;8;stamina;s t { m @ n @;stæmənə
2;ſtăʹmm_e_r;;;;v.;33.0;202;stammer;10;stammer;s t { m 3:r;stæmɜ:r
1;ſtămp;;;;v.;34.0;202;stamp;5;stamp;s t { m p;stæmp
1;ſtănch;;;;v.;35.0;202;stanch;6;stanch;s t { n tS;stæn?
1;ſtănd;;;;n.;37.0;202;stand;5;stand;s t { n d;stænd
3;ſtăʹndărd;;;;n.;38.0;202;standard;9;standard;s t { n d 3:r d;stændɜ:rd
2;ſtăʹndiſh;;;;n.;39.0;202;standish;9;standish;s t { n d i S;stændiʃ
2;ſtăʹnzā;;;;n.;42.0;202;stanza;7;stanza;s t { n z @;stænzə
2;ſtāʹple;;;;n.;43.0;202;staple;7;staple;s t eI p @ l;st?pəl
1;ſtar;;;;n.;44.0;202;star;4;star;s t A r\;stɑɹ
1;ſtărch;;;;n.;45.0;202;starch;6;starch;s t A r\ tS;stɑɹ?
2;ſtăʹrched;;;;a.;46.0;202;starched;9;starched;s t A r\ tS t;stɑɹ?t
1;ſtāre;;;;v.;47.0;202;stare;5;stare;s t E r\;stɛɹ
1;ſtărk;;;;a.;48.0;202;stark;5;stark;s t A r\ k;stɑɹk
2;ſtăʹrling;;;;n.;50.0;202;starling;9;starling;s t A r\ l i N;stɑɹliŋ
2;ſtăʹrry;;;;a.;51.0;202;starry;7;starry;s t A r\ i:;stɑɹiː
1;ſtărt;;;;v.;52.0;202;start;5;start;s t A r\ t;stɑɹt
2;ſtăʹrtle;;;;v.;53.0;202;startle;8;startle;s t A r\ 4 @ l;stɑɹɾəl
1;ſtărve;;;;v.;54.0;202;starve;6;starve;s t A r\ v;stɑɹv
1;ſtāte;;;;n.;55.0;202;state;5;state;s t eI t;st?t
2;ſtāʹt_e_ly;;;;a.;57.0;202;stately;10;stately;s t eI t l i:;st?tliː
2;ſtāʹter;;;;n.;58.0;202;stater;7;stater;s t eI 4 3:r;st?ɾɜ:r
2;ſtāʹt_e_ſmăn;;;;n.;59.0;202;statesman;12;statesman;s t eI t s m @ n;st?tsmən
2;ſtăʹtics;L.;;;n.;60.0;202;statics;8;statics;s t { 4 i k s;stæɾiks
3;ſtāʹtion;L.;;;n.;61.0;202;station;8;station;s t eI S @ n;st?ʃən
5;ſtāʹtionāry;;;;a.;62.0;202;stationary;11;stationary;s t eI S @ n E r\ i:;st?ʃənɛɹiː
4;ſtāʹtionĕr;;;;n.;63.0;202;stationer;10;stationer;s t eI S @ n 3:r;st?ʃənɜ:r
4;ſtăʹtūāry;;;;n.;64.0;202;statuary;9;statuary;s t { tS u E r\ i:;stæ?uɛɹiː
2;ſtăʹtue;L.;;;n.;65.0;202;statue;7;statue;s t { tS u;stæ?u
2;ſtăʹtūre;L.;;;n.;66.0;202;stature;8;stature;s t { tS 3:r;stæ?ɜ:r
2;ſtăʹtūte;L.;;;n.;67.0;202;statute;8;statute;s t { tS u t;stæ?ut
1;ſtāve;;;;v.;68.0;202;stave;5;stave;s t eI v;st?v
1;ſtay;;;;v.;70.0;202;stay;4;stay;s t eI;st?
2;ſtaʹyed;;;;a.;71.0;202;stayed;7;stayed;s t eI d;st?d
1;ſtays;;;;n.;72.0;202;stays;5;stays;s t eI z;st?z
1;ſtead;;;;n.;73.0;202;stead;5;stead;s t E d;stɛd
2;ſteaʹdfaſt;;;;n.;74.0;202;steadfast;10;steadfast;s t E d f { s t;stɛdfæst
2;ſteaʹdy;;;;a.;2.0;203;steady;7;steady;s t E 4 i:;stɛɾiː
1;ſteak;;;;n.;3.0;203;steak;5;steak;s t eI k;st?k
1;ſteal;;;;v.;4.0;203;steal;5;steal;s t i: l;stiːl
1;ſtealth;;;;p.;5.0;203;stealth;7;stealth;s t E l T;stɛlθ
1;ſteam;;;;n.;6.0;203;steam;5;steam;s t i: m;stiːm
1;ſteed;;;;n.;8.0;203;steed;5;steed;s t i: d;stiːd
1;ſteel;;;;n.;9.0;203;steel;5;steel;s t i: l;stiːl
1;ſteen;;;;n.;11.0;203;steen;5;steen;s t i: n;stiːn
1;ſteep;;;;a.;12.0;203;steep;5;steep;s t i: p;stiːp
2;ſteeʹple;;;;n.;13.0;203;steeple;8;steeple;s t i: p @ l;stiːpəl
1;ſteer;;;;n.;14.0;203;steer;5;steer;s t I r\;stɪɹ
1;ſtĕm;;;;n.;17.0;203;stem;4;stem;s t E m;stɛm
1;ſtĕnch;;;;n.;18.0;203;stench;6;stench;s t E n tS;stɛn?
1;ſtĕp;;;;n.;21.0;203;step;4;step;s t E p;stɛp
4;ſtĕrĭʹlĭty;;;;n.;26.0;203;sterility;10;sterility;s t 3:r I l i 4 i:;stɜ:rɪliɾiː
2;ſtĕʹrling;;;;n.;27.0;203;sterling;9;sterling;s t 3:r l i N;stɜ:rliŋ
1;ſtĕrn;;;;n.;28.0;203;stern;5;stern;s t 3:r n;stɜ:rn
1;ſtew;;;;n.;30.0;203;stew;4;stew;s t u;stu
2;ſteʹward;;;;n.;31.0;203;steward;8;steward;s t u 3:r d;stuɜ:rd
3;ſteʹwardſhip;;;;n.;32.0;203;stewardship;12;stewardship;s t u 3:r d S I p;stuɜ:rdʃɪp
1;ſtews;;;;n.;33.0;203;stews;5;stews;s t u z;stuz
1;ſtĭck;;;;n.;35.0;203;stick;5;stick;s t I k;stɪk
2;ſtĭʹckle;;;;v.;36.0;203;stickle;8;stickle;s t I k @ l;stɪkəl
2;ſtĭʹcky;;;;a.;37.0;203;sticky;7;sticky;s t I k i:;stɪkiː
1;ſtĭff;;;;a.;38.0;203;stiff;5;stiff;s t I f;stɪf
2;ſtĭʹff_e_n;;;;a.;40.0;203;stiffen;10;stiffen;s t I f @ n;stɪfən
2;ſtĭʹfle;;;;v.;41.0;203;stifle;7;stifle;s t aI f @ l;st?fəl
3;ſtĭʹgmatīze;;;;v.;42.0;203;stigmatize;11;stigmatize;s t I g m @ t aI z;stɪgmət?z
1;ſtīle;;;;n.;43.0;203;stile;5;stile;s t aI l;st?l
1;ſtĭll;;;;n.;44.0;203;still;5;still;s t I l;stɪl
2;ſtĭʹllneſs;;;;n.;47.0;203;stillness;10;stillness;s t I l n @ s;stɪlnəs
1;ſtĭlts;;;;n.;48.0;203;stilts;6;stilts;s t I l t s;stɪlts
3;ſtĭʹmūlāte;;;;v.;49.0;203;stimulate;10;stimulate;s t I m j @ l eI t;stɪmjəl?t
5;ſtĭmūlāʹtion;L.;;;n.;50.0;203;stimulation;12;stimulation;s t I m j @ l eI S @ n;stɪmjəl?ʃən
1;ſtĭng;;;;n.;51.0;203;sting;5;sting;s t I N;stɪŋ
2;ſtĭʹngy;;;;a.;53.0;203;stingy;7;stingy;s t I n dZ i:;stɪn?iː
1;ſtĭnk;;;;n.;54.0;203;stink;5;stink;s t I N k;stɪŋk
1;ſtĭnt;;;;v.;55.0;203;stint;5;stint;s t I n t;stɪnt
2;ſtĭʹpĕnd;;;;n.;56.0;203;stipend;8;stipend;s t aI p @ n d;st?pənd
3;ſtĭʹpūlāte;L.;;;v.;59.0;203;stipulate;10;stipulate;s t I p j @ l eI t;stɪpjəl?t
5;ſtĭpūlāʹtion;L.;;;n.;60.0;203;stipulation;12;stipulation;s t I p j @ l eI S @ n;stɪpjəl?ʃən
1;ſtĭr;;;;n.;61.0;203;stir;4;stir;s t 3:r;stɜ:r
2;ſtĭʹrrŭps;;;;n.;62.0;203;stirrups;9;stirrups;s t 3:r @ p s;stɜ:rəps
1;ſtĭtch;;;;n.;63.0;203;stitch;6;stitch;s t I tS;stɪ?
2;ſtīʹver;;;;n.;66.0;203;stiver;7;stiver;s t aI v 3:r;st?vɜ:r
1;ſtŏck;;;;v.;69.0;203;stock;5;stock;s t A k;stɑk
3;ſtōʹĭcĭſm;;;;n.;71.0;203;stoicism;9;stoicism;s t @U @ s I z @ m;stoʊəsɪzəm
2;ſtōʹĭcs;;;;n.;72.0;203;stoics;7;stoics;s t @U i k s;stoʊiks
1;ſtōle;;;;n.;73.0;203;stole;5;stole;s t @U l;stoʊl
2;ſtŏʹl_e_n;;;;a.;2.0;204;stolen;9;stolen;s t @U l @ n;stoʊlən
2;ſtŏʹmăc_h_;;;;n.;4.0;204;stomach;10;stomach;s t V m @ k;stʌmək
1;ſtone;;;;n.;7.0;204;stone;5;stone;s t @U n;stoʊn
2;ſtoʹny;;;;n.;8.0;204;stony;6;stony;s t @U n i:;stoʊniː
1;ſtool;;;;n.;9.0;204;stool;5;stool;s t u l;stul
1;ſtoop;;;;v.;10.0;204;stoop;5;stoop;s t u p;stup
1;ſtŏp;;;;n.;11.0;204;stop;4;stop;s t A p;stɑp
2;ſtŏʹppage;;;;n.;12.0;204;stoppage;9;stoppage;s t A p i dZ;stɑpi?
2;ſtŏʹpp_e_r;;;;n.;14.0;204;stopper;10;stopper;s t A p 3:r;stɑpɜ:r
2;ſtōʹrage;;;;n.;15.0;204;storage;8;storage;s t O: r\ @ dZ;stOːɹə?
1;ſtōre;;;;n.;17.0;204;store;5;store;s t O: r\;stOːɹ
1;ſtŏrk;;;;n.;18.0;204;stork;5;stork;s t O: r\ k;stOːɹk
1;ſtŏrm;;;;v.;19.0;204;storm;5;storm;s t O: r\ m;stOːɹm
2;ſtoʹrmy;;;;a.;20.0;204;stormy;7;stormy;s t O: r\ m i:;stOːɹmiː
2;ſtōʹry;;;;n.;21.0;204;story;6;story;s t O: r\ i:;stOːɹiː
1;ſtove;;;;n.;22.0;204;stove;5;stove;s t @U v;stoʊv
1;ſtȯẇ;;;;v.;24.0;204;stow;4;stow;s t @U;stoʊ
2;ſtrăʹddle;;;;v.;26.0;204;straddle;9;straddle;s t r\ { 4 @ l;stɹæɾəl
2;ſtrăʹggle;;;;v.;27.0;204;straggle;9;straggle;s t r\ { g @ l;stɹægəl
1;ſtrai_gh_t;;;;a.;28.0;204;straight;10;straight;s t r\ eI t;stɹ?t
1;ſtrain;;;;n.;29.0;204;strain;6;strain;s t r\ eI n;stɹ?n
1;ſtrait;;;;n.;30.0;204;strait;6;strait;s t r\ eI t;stɹ?t
1;ſtrănd;;;;n.;33.0;204;strand;6;strand;s t r\ { n d;stɹænd
2;ſtrăʹnded;;;;a.;34.0;204;stranded;9;stranded;s t r\ { n d @ d;stɹændəd
1;ſtrānge;;;;a.;35.0;204;strange;7;strange;s t r\ eI n dZ;stɹ?n?
2;ſtrāʹnger;;;;n.;36.0;204;stranger;9;stranger;s t r\ eI n dZ 3:r;stɹ?n?ɜ:r
2;ſtrăngle;L.;nbSyll>1 et pas d'accent tonic;;v.;37.0;204;strangle;8;strangle;s t r\ { N g @ l;stɹæŋgəl
2;ſtrăʹngling;;;;n.;38.0;204;strangling;11;strangling;s t r\ { N g @ l i N;stɹæŋgəliŋ
1;ſtrăp;;;;n.;40.0;204;strap;5;strap;s t r\ { p;stɹæp
2;ſtrāʹtā;L.;;;n.;42.0;204;strata;7;strata;s t r\ { 4 @;stɹæɾə
1;ſtraw;;;;n.;44.0;204;straw;5;straw;s t r\ O:;stɹOː
3;ſtraʹwbĕrry;;;;n.;45.0;204;strawberry;11;strawberry;s t r\ O: b E r\ i:;stɹOːbɛɹiː
1;ſtray;;;;v.;46.0;204;stray;5;stray;s t r\ eI;stɹ?
1;ſtreak;;;;v.;47.0;204;streak;6;streak;s t r\ i: k;stɹiːk
2;ſtreaʹked;;;;a.;48.0;204;streaked;9;streaked;s t r\ i: k t;stɹiːkt
1;ſtream;;;;n.;49.0;204;stream;6;stream;s t r\ i: m;stɹiːm
2;ſtreaʹm_e_r;;;;n.;50.0;204;streamer;11;streamer;s t r\ i: m 3:r;stɹiːmɜ:r
1;ſtreet;;;;n.;51.0;204;street;6;street;s t r\ i: t;stɹiːt
1;ſtrĕngth;;;;n.;52.0;204;strength;8;strength;s t r\ E N k T;stɹɛŋkθ
2;ſtrĕʹngth_e_n;;;;v.;53.0;204;strengthen;13;strengthen;s t r\ E N T @ n;stɹɛŋθən
1;ſtreſs;;;;n.;55.0;204;stress;6;stress;s t r\ E s;stɹɛs
1;ſtrĕtch;;;;v.;56.0;204;stretch;7;stretch;s t r\ E tS;stɹɛ?
2;ſtrĕʹtchers;;;;n.;57.0;204;stretchers;11;stretchers;s t r\ E tS 3:r z;stɹɛ?ɜ:rz
1;ſtrew;;;;v.;58.0;204;strew;5;strew;s t r\ u;stɹu
2;ſtrĭʹck_e_n;;;;a.;59.0;204;stricken;11;stricken;s t r\ I k @ n;stɹɪkən
1;ſtrĭct;;;;a.;61.0;204;strict;6;strict;s t r\ I k t;stɹɪkt
1;ſtrīde;;;;v.;62.0;204;stride;6;stride;s t r\ aI d;stɹ?d
1;ſtrīfe;;;;n.;63.0;204;strife;6;strife;s t r\ aI f;stɹ?f
1;ſtrīke;;;;v.;64.0;204;strike;6;strike;s t r\ aI k;stɹ?k
2;ſtrīʹking;;;;a.;65.0;204;striking;9;striking;s t r\ aI k i N;stɹ?kiŋ
1;ſtrĭng;;;;n.;66.0;204;string;6;string;s t r\ I N;stɹɪŋ
2;ſtrĭʹngy;;;;a.;67.0;204;stringy;8;stringy;s t r\ I N i:;stɹɪŋiː
1;ſtrĭp;;;;v.;68.0;204;strip;5;strip;s t r\ I p;stɹɪp
1;ſtrīpe;;;;n.;69.0;204;stripe;6;stripe;s t r\ aI p;stɹ?p
2;ſtrĭʹplĭng;;;;n.;70.0;204;stripling;10;stripling;s t r\ I p l i N;stɹɪpliŋ
1;ſtrīve;;;;v.;71.0;204;strive;6;strive;s t r\ aI v;stɹ?v
1;ſtrōke;;;;v.;73.0;204;stroke;6;stroke;s t r\ @U k;stɹoʊk
1;ſtroll;;;;v.;2.0;205;stroll;6;stroll;s t r\ @U l;stɹoʊl
1;ſtrong;;;;a.;3.0;205;strong;6;strong;s t r\ O: N;stɹOːŋ
1;ſtrŭck;;;;a.;4.0;205;struck;6;struck;s t r\ V k;stɹʌk
2;ſtrŭʹctūre;;;;n.;5.0;205;structure;10;structure;s t r\ V k tS 3:r;stɹʌk?ɜ:r
2;ſtrŭʹggle;;;;v.;6.0;205;struggle;9;struggle;s t r\ V g @ l;stɹʌgəl
1;ſtrŭt;;;;v.;8.0;205;strut;5;strut;s t r\ V t;stɹʌt
2;ſtŭʹbble;;;;n.;10.0;205;stubble;8;stubble;s t V b @ l;stʌbəl
2;ſtŭʹbborn;;;;a.;11.0;205;stubborn;9;stubborn;s t V b 3:r n;stʌbɜ:rn
1;ſtŭd;;;;n.;13.0;205;stud;4;stud;s t V d;stʌd
2;ſtŭʹdded;;;;a.;14.0;205;studded;8;studded;s t V 4 i d;stʌɾid
2;ſtūʹdent;;;;n.;15.0;205;student;8;student;s t u d @ n t;studənt
3;ſtūʹdĭ_o_us;L.;;;a.;16.0;205;studious;11;studious;s t u 4 i: @ s;stuɾiːəs
2;ſtŭʹdy;L.;;;n.;17.0;205;study;6;study;s t V 4 i:;stʌɾiː
1;ſtŭff;;;;n.;18.0;205;stuff;5;stuff;s t V f;stʌf
1;ſtŭm;;;;n.;19.0;205;stum;4;stum;s t V m;stʌm
2;ſtŭʹmble;;;;v.;20.0;205;stumble;8;stumble;s t V m b @ l;stʌmbəl
1;ſtŭmp;;;;n.;22.0;205;stump;5;stump;s t V m p;stʌmp
1;ſtŭn;;;;v.;23.0;205;stun;4;stun;s t V n;stʌn
1;ſtŭnt;;;;v.;24.0;205;stunt;5;stunt;s t V n t;stʌnt
2;ſtūʹpid;L.;;;a.;28.0;205;stupid;7;stupid;s t u p @ d;stupəd
4;ſtūpĭʹdĭty;L.;;;n.;29.0;205;stupidity;10;stupidity;s t u p I 4 i 4 i:;stupɪɾiɾiː
2;ſtūʹpor;L.;;;n.;31.0;205;stupor;7;stupor;s t u p 3:r;stupɜ:r
2;ſtŭʹrdy;;;;a.;32.0;205;sturdy;7;sturdy;s t 3:r 4 i:;stɜ:rɾiː
1;ſty;;;;n.;33.0;205;sty;3;sty;s t aI;st?
1;ſtȳle;L.;;;n.;35.0;205;style;5;style;s t aI l;st?l
1;ſtух;;;;n.;37.0;205;styx;4;styx;s t I k s;stɪks
3;sŭbdĭvīʹde;;;;v.;46.0;205;subdivide;10;subdivide;s V b d @ v aI d;sʌbdəv?d
2;sŭbdūʹe;L.;;;v.;47.0;205;subdue;7;subdue;s @ b d u;səbdu
2;sŭʹbjĕct;L.;;;n.;49.0;205;subject;8;subject;s @ b dZ E k t;səb?ɛkt
2;suʹbjĕʹct;;;;v.;50.0;205;subject;9;subject;s @ b dZ E k t;səb?ɛkt
4;sŭbjĕʹction;L.;;;n.;51.0;205;subjection;11;subjection;s @ b dZ E k S @ n;səb?ɛkʃən
3;sŭʹbjūgāte;L.;;;v.;54.0;205;subjugate;10;subjugate;s V b dZ @ g eI t;sʌb?əg?t
2;sŭblīʹme;L.;;;a.;60.0;205;sublime;8;sublime;s @ b l aI m;səbl?m
4;sŭblĭʹmĭty;;;;n.;61.0;205;sublimity;10;sublimity;s @ b l I m @ 4 i:;səblɪməɾiː
2;sŭbmĕʹrge;L.;;;v.;64.0;205;submerge;9;submerge;s @ b m 3:r dZ;səbmɜ:r?
4;sŭbmĭʹſſion;;;;n.;65.0;205;submission;11;submission;s @ b m I S @ n;səbmɪʃən
3;sŭbmĭʹſſive;;;;a.;66.0;205;submissive;11;submissive;s @ b m I s i v;səbmɪsiv
2;sŭbmiʹt;;;;v.;67.0;205;submit;7;submit;s @ b m I t;səbmɪt
4;sŭbŏʹrdĭnāte;L.;;;a.;68.0;205;subordinate;12;subordinate;s @ b O: r\ d @ n eI t;səbOːɹdən?t
6;sŭbŏrdĭnāʹtion;;;;n.;69.0;205;subordination;14;subordination;s @ b O: r\ d @ n eI S @ n;səbOːɹdən?ʃən
3;sūbp_o_ēnā;;nbSyll>1 et pas d'accent tonic;;n.;71.0;205;subpoena;10;subpoena;s @ p i: n @;səpiːnə
2;sŭbſcrīʹbe;;;;v.;2.0;206;subscribe;10;subscribe;s @ b s k r\ aI b;səbskɹ?b
4;sŭbſcrĭʹption;;;;n.;3.0;206;subscription;13;subscription;s @ b s k r\ I p S @ n;səbskɹɪpʃən
3;sŭʹbſequĕnt;;;;a.;4.0;206;subsequent;11;subsequent;s V b s @ k w @ n t;sʌbsəkwənt
4;sŭbsĕʹrviėnt;;;;a.;7.0;206;subservient;12;subservient;s @ b s 3:r v i: @ n t;səbsɜ:rviːənt
2;sŭʹbŭrbs;;;;n.;8.0;206;suburbs;8;suburbs;s V b 3:r b z;sʌbɜ:rbz
2;sŭcceeʹd;L.;;;v.;12.0;206;succeed;8;succeed;s @ k s i: d;səksiːd
2;sŭʹcceʹſs;;;;n.;13.0;206;success;9;success;s @ k s E s;səksɛs
3;sŭccĕʹſsful;;;;a.;14.0;206;successful;11;successful;s @ k s E s f @ l;səksɛsfəl
4;sŭccĕʹſſion;;;;n.;15.0;206;succession;11;succession;s @ k s E S @ n;səksɛʃən
3;sŭccĕʹſſive;;;;a.;16.0;206;successive;11;successive;s @ k s E s i v;səksɛsiv
3;sŭccĕʹſſor;;;;n.;17.0;206;successor;10;successor;s @ k s E s 3:r;səksɛsɜ:r
2;sŭccĭʹnct;L.;;;a.;18.0;206;succinct;9;succinct;s @ k s I N k t;səksɪŋkt
3;sŭʹccūlent;L.;;;a.;21.0;206;succulent;10;succulent;s V k j @ l i n t;sʌkjəlint
2;sŭccŭʹm_b_;L.;;;v.;22.0;206;succumb;10;succumb;s @ k V m;səkʌm
1;suck;;;;v.;23.0;206;suck;4;suck;s V k;sʌk
2;sŭʹck_e_r;;;;n.;24.0;206;sucker;9;sucker;s V k 3:r;sʌkɜ:r
2;sŭʹckle;;;;v.;25.0;206;suckle;7;suckle;s V k @ l;sʌkəl
2;sŭʹckling;;;;n.;26.0;206;suckling;9;suckling;s V k l i N;sʌkliŋ
2;sŭʹdd_e_n;;;;a.;28.0;206;sudden;9;sudden;s V d @ n;sʌdən
1;sŭds;;;;n.;30.0;206;suds;4;suds;s V d z;sʌdz
1;sūe;;;;v.;31.0;206;sue;3;sue;s u;su
2;sŭʹff_e_r;;;;v.;33.0;206;suffer;9;suffer;s V f 3:r;sʌfɜ:r
3;sŭʹffĕrer;;;;n.;35.0;206;sufferer;9;sufferer;s V f 3:r 3:r;sʌfɜ:rɜ:r
2;sŭffīʹce;L.;;;v.;36.0;206;suffice;8;suffice;s @ f aI s;səf?s
5;sŭffĭʹcĭency;;;;n.;37.0;206;sufficiency;12;sufficiency;s @ f I S @ n s i:;səfɪʃənsiː
3;sŭʹffōcāte;L.;;;v.;38.0;206;suffocate;10;suffocate;s V f @ k eI t;sʌfək?t
2;sŭʹffrage;;;;n.;40.0;206;suffrage;9;suffrage;s V f r\ i dZ;sʌfɹi?
2;sūʹgar;;;;n.;43.0;206;sugar;6;sugar;S U g 3:r;ʃʊgɜ:r
2;sŭggĕʹſt;L.;;;v.;44.0;206;suggest;8;suggest;s @ g dZ E s t;səg?ɛst
4;sŭggĕʹſtion;;;;n.;45.0;206;suggestion;11;suggestion;s @ g dZ E s tS @ n;səg?ɛs?ən
3;sūʹĭcīde;L.;;;n.;46.0;206;suicide;8;suicide;s u @ s aI d;suəs?d
1;ſuit;F.;;;n.;47.0;206;suit;4;suit;s u t;sut
3;ſuiʹtable;;;;a.;48.0;206;suitable;9;suitable;s u 4 @ b @ l;suɾəbəl
2;ſuiʹtor;;;;n.;49.0;206;suitor;7;suitor;s u 4 3:r;suɾɜ:r
2;sŭʹllĕn;;;;a.;50.0;206;sullen;7;sullen;s V l @ n;sʌlən
2;sŭʹlly;F.;;;v.;51.0;206;sully;6;sully;s V l i:;sʌliː
2;sŭʹlphur;L.;;;n.;52.0;206;sulphur;8;sulphur;s V l f 3:r;sʌlfɜ:r
2;sŭʹltan;;;;n.;54.0;206;sultan;7;sultan;s V l t @ n;sʌltən
2;sŭʹltry;;;;a.;57.0;206;sultry;7;sultry;s V l t r\ i:;sʌltɹiː
1;sŭm;;;;n.;58.0;206;sum;3;sum;s V m;sʌm
3;sŭʹmmăry;L.;;;n.;60.0;206;summary;8;summary;s V m 3:r i:;sʌmɜ:riː
2;sŭʹmmĕr;;;;n.;61.0;206;summer;7;summer;s V m 3:r;sʌmɜ:r
2;sŭʹmmĭt;;;;n.;62.0;206;summit;7;summit;s V m @ t;sʌmət
2;sŭʹmmŏn;;;;v.;63.0;206;summon;7;summon;s V m @ n;sʌmən
4;sŭʹm_p_tūāry;;;;a.;65.0;206;sumptuary;12;sumptuary;s V m p tS u E r\ i:;sʌmp?uɛɹiː
4;sŭʹm_p_tū_o_us;;;;a.;66.0;206;sumptuous;14;sumptuous;s V m p tS w @ s;sʌmp?wəs
1;sŭn;;;;n.;67.0;206;sun;3;sun;s V n;sʌn
2;sŭʹnday;;;;n.;68.0;206;sunday;7;sunday;s V n d eI;sʌnd?
2;sŭʹnd_e_r;;;;v.;69.0;206;sunder;9;sunder;s V n d 3:r;sʌndɜ:r
3;sŭʹnflȯẇer;;;;n.;71.0;206;sunflower;10;sunflower;s V n f l aU 3:r;sʌnfl?ɜ:r
1;sŭp;;;;n.;72.0;206;sup;3;sup;s V p;sʌp
2;sūpĕʹrb;;;;a.;6.0;207;superb;7;superb;s U p 3:r b;sʊpɜ:rb
5;sūpĕrcĭʹlĭ_o_us;L.;;;a.;9.0;207;supercilious;15;supercilious;s u p 3:r s I l i: @ s;supɜ:rsɪliːəs
